title,location,gps,description,date,webURI,copyright,imageSource,imageURI
Tenaya Lake? No! Py-we-ack,"Tioga Pass Road , 93541, Lee Vining, California, United States",,"On July 27, 1869, Muir stood at the North shore of Tenaya Lake  peering at the rock faces among the basin and said: ""The lake was named for one of the chiefs of the Yosemite tribe. Old Tenaya is said to have been a good Indian to his tribe. When a company of soldiers followed his band into Yosemite to punish them for cattle-stealing and other crimes, they fled to this lake by a trail that leads out of the upper end of the valley, early in the spring, while the snow was still deep; but being pursued, they lost heart and surrendered. A fine monument the old man has in this bright lake, and likely to last a long time, though lakes die as well as Indians, being gradually filled with detritus carried in by the feeding streams, and to some extent also by snow avalanches and rain and wind. A considerable portion of the Tenaya basin is already changed into a forested flat and meadow at the upper end, where the main tributary enters from Cathedral Peak. Two other tributaries come from the Hoffman Range. The outlet flows westward through Tenaya Cañon to join the Merced River in Yosemite. Scarce a handful of loose soil is to be seen on the north shore. All is bare, shining granite, suggesting the Indian name of the lake, Pywiack, meaning shining rock."" In fact, the lake was being called Py-we-ack, or place of shining rocks, long before it was called Tenaya Lake. The name was only changed after the Mariposa Battallion of militia men came and conquered Chief Tenaya's band, renaming the lake after their morally questionable victory. ","July 27, 1869",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_6.aspx,[CC-BY-SA 3.0],https://commons.wikimedia.org/w/index.php?curid=6285065,\MyFirstSummerRoute\512px-Lake_Tenaya_in_Yosemite_NP.jpg
 Pywiack Dome,Pywiack Dome near Lake Tenaya,,"Native American Vocabulary Pywiack was used to name the Pywiack dome.July 27th, 1869 :""The outlet flows westward through Tenaya Cañon to join the Merced River in Yosemite. Scarce a handful of loose soil is to be seen on the north shore. All is bare, shining granite, suggesting the Indian name of the lake, Pywiack, meaning shining rock. The basin seems to have been slowly excavated by the ancient glaciers, a marvelous work requiring countless thousands of years. On the south side an imposing mountain rises from the water's edge to a height of three thousand feet or more, feathered with hemlock and pine; and huge shining domes on the east, over the tops of which the grinding, wasting, molding glacier must have swept as the wind does to-day.""","July 27, 1869",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_6.aspx,[CC-BY-SA 3.0],https://en.wikipedia.org/wiki/Pywiack_Dome#/media/File:Pywiack_Dome.jpg,\MyFirstSummerRoute\640px-Pywiack_Dome.jpg
A Sighting,unknown in Yosemite Valley,,"Muir believes he has spotted his professor in Yosemite Valley. August 2, 1869:""Had some one whispered in my ear while I sat on the Dome, where I had spent so many days, that Professor Butler was in the valley, I could not have been more surprised and startled. When I was leaving the university he said, ""Now, John, I want to hold you in sight and watch your career. Promise to write me at least once a year."" I received a letter from him in July, at our first camp in the Hollow, written in May, in which he said that he might possibly visit California some time this summer, and therefore hoped to meet me. But in as much as he named no meeting-place, and gave no directions as to the course he would probably follow, and as I should be in the wilderness all summer, I had not the slightest hope of seeing him, and all thought of the matter had vanished from my mind until this afternoon, when he seemed to be wafted bodily almost against my face. Well, to-morrow I shall see; for, reasonable or unreasonable, I feel I must go.""August 3, 1869:""—Had a wonderful day. Found Professor Butler as the compass-needle finds the pole. So last evening's telepathy, transcendental revelation, or whatever else it may be called, was true; for, strange to say, he had just entered the valley by way of the Coulterville Trail and was coming up the valley past El Capitan when his presence struck me. Had he then looked toward the North Dome with a good glass when it first came in sight, he might have seen me jump up from my work and run toward him. This seems the one well-defined marvel of my life of the kind called supernatural; for, absorbed in glad Nature, spirit-rappings, second sight, ghoststories, etc., have never interested me since boyhood, seeming comparatively useless and infinitely less wonderful than Nature's open, harmonious, songful, sunny, every-day beauty.""""Emerging from the cañon shadows, I found a man making hay on one of the meadows, and asked him whether Professor Butler was in the valley. ""I don't know,"" he replied; ""but you can easily find out at the hotel. There are but few visitors in the valley just now. A small party came in yesterday afternoon, and I heard some one called Professor Butler, or Butterfield, or some name like that.""","August 2-3, 1869",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_7.aspx,[Public Domain],https://commons.wikimedia.org/wiki/File%3AThe_High_Falls_Lithograph.jpg,\MyFirstSummerRoute\512px-The_High_Falls_Lithograph.jpg
The Professor,"Nevada Fall, Yosemite",,"Muir finds his former professor who he is in constant touch with before the professor leaves Yosemite Valley.August 3, 1869: ""In less than an hour I reached the head of the Nevada Cañon at the Vernal Fall, and just outside of the spray discovered a distinguished-looking gentleman, who, like everybody else I have seen to-day, regarded me curiously as I approached. When I made bold to inquire if he knew where Professor Butler was, he seemed yet more curious to know what could possibly have happened that required a messenger for the Professor, and instead of answering my question he asked with military sharpness, ""Who wants him?"" ""I want him,"" I replied with equal sharpness. ""Why? Do you know him?"" ""Yes,"" I said. ""Do you know him?""Astonished that any one in the mountains could possibly know Professor Butler and find him as soon as he had reached the valley, he came down to meet the strange mountaineer on equal terms, and courteously replied, ""Yes, I know Professor Butler very well. I am General Alvord, and we were fellow students in Rutland, Vermont, long ago, when we were both young."" ""But where is he now?""I persisted, cutting short his story. ""He has gone beyond the falls with a companion, to try to climb that big rock, the top of which you see from here."" His guide now volunteered the information that it was the Liberty Cap Professor Butler and his companion had gone to climb, and that if I waited at the head of the fall I should be sure to find them on their way down. I therefore climbed the ladders alongside the Vernal Fall, and was pushing forward, determined to go to the top of Liberty Cap rock in my hurry, rather than wait, if I should not meet my friend sooner. So heart-hungry at times may one be to see a friend in the flesh, however happily full and care-free one's life may be. I had gone but a short distance, however, above the brow of the Vernal Fall when I caught sight of him in the brush and rocks, half erect, groping his way, his sleeves rolled up, vest open, hat in his hand, evidently very hot and tired.When he saw me coming he sat down on a boulder to wipe the perspiration from his brow and neck, and taking me for one of the valley guides, he inquired the way to the fall ladders. I pointed out the path marked with little piles of stones, on seeing which he called his companion, saying that the way was found; but he did not yet recognize me. Then I stood directly in front of him, looked him in the face, and held out my hand. He thought I was offering to assist him in rising.""Never mind,"" he said. Then I said, ""Professor Butler, don't you know me?"" ""I think not,"" he replied; but catching my eye, sudden recognition followed, and astonishment that I should have found him just when he was lost in the brush and did not know that I was within hundreds of miles of him. ""John Muir, John Muir, where have you come from?"" Then I told him the story of my feeling his presence when he entered the valley last evening, when he was four or five miles distant, as I sat sketching on the North Dome. This, of course, only made him wonder the more.Below the foot of the Vernal Fall the guide was waiting with his saddle-horse, and I walked along the trail, chatting all the way back to the hotel, talking of school days, friends in Madison, of the students, how each had prospered, etc., ever and anon gazing at the stupendous rocks about us, now growing indistinct in the gloaming, and again quoting from the poets, —a rare ramble. It was late ere we reached the hotel, and General Alvord was waiting the Professor's arrival for dinner. When I was introduced he seemed yet more astonished than the Professor at my descent from cloudland and going straight to my friend without knowing in any ordinary way that he was even in California. They had come on direct from the East, had not yet visited any of their friends in the state, and considered themselves undiscoverable. As we sat at dinner, the General leaned back in his chair, and looking down the table, thus introduced me to the dozen guests or so, including the staring fisherman mentioned above: ""This man, you know, came down out of these huge, trackless mountains, you know, to find his friend Professor Butler here, the very day he arrived; and how did he know he was here? He just felt him, he says. This is the queerest case of Scotch farsightedness I ever heard of,"" etc., etc. While my friend quoted Shakespeare: ""More things in heaven and earth, Horatio, than are dreamt of in your philosophy,"" ""As the sun, ere he has risen, sometimes paints his image in the firmament, e'en so the shadows of events precede the events, and in to-day already walks to-morrow.""Had a long conversation, after dinner, over Madison days. The Professor wants me to promise to go with him, sometime, on a camping trip in the Hawaiian Islands, while I tried to get him to go back with me to camp in the high Sierra. But he says, ""Not now."" He must not leave the General; and I was surprised to learn they are to leave the valley to-morrow or next day. I'm glad I'm not great enough to be missed in the busy world.""August 4, 1869:""—It seemed strange to sleep in a paltry hotel chamber after the spacious magnificence and luxury of the starry sky and silver fir grove. Bade farewell to my friend and the General. The old soldier was very kind, and an interesting talker. He told me long stories of the Florida Seminole war, in which he took part, and invited me to visit him in Omaha. Calling Carlo, I scrambled home through theIndian Cañon gate, rejoicing, pitying the poor Professor and General, bound by clocks, almanacs, orders, duties, etc., and compelled to dwell with lowland care and dust and din, where Nature is covered and her voice smothered, while the poor, insignificant wanderer enjoys the freedom and glory of God's wilderness.""   ""Before parting with Professor Butler he gave me a book, and I gave him one of my pencil sketches for his little son Henry, who is a favorite of mine. He used to make many visits to my room when I was a student. Never shall I forget his patriotic speeches for the Union, mounted on a tall stool, when he was only six years old.""","August 3-4, 1869",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_7.aspx,[Public Domain],https://en.wikipedia.org/wiki/John_Muir#/media/File:John_Muir_Cane.JPG,\MyFirstSummerRoute\512px-John_Muir_Cane.JPG
Soda Springs Camp,"Soda Springs, near Tuolomne Meadows",,"""We are camped near the Soda Springs on the north side of the river. A hard time we had getting the sheep across. They were driven into a horseshoe bend and fairly crowded off the bank. They seemed willing to suffer death rather than risk getting wet, though they swim well enough when they have to. Why sheep should be so unreasonably afraid of water, I don't know, but they do fear it as soon as they are born and perhaps before. I once saw a lamb only a few hours old approach a shallow stream about two feet wide and an inch deep, after it had walked only about a hundred yards on its life journey.""","August 10, 1869",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_8.aspx, [CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0)],https://commons.wikimedia.org/wiki/File:140.SodaSprings.JPG,\MyFirstSummerRoute\SodaSprings.JPG
Trading,"Camp near Tuolomne Meadow, Yosemite",,"A Native American comes to trade a deer with Muir for commodities not found in the forest. Through this trade we learn about the Native American diets and we learn that during Muir's time these ""civilized"" commodities are regarded important in having a comfortable life. August 12, 1869:Soon after my return to camp we received a visit from an Indian, probably one of the hunters whose camp I had discovered. He came from Mono, he said, with others of his tribe, to hunt deer. One that he had killed a short distance from here he was carrying on his back, its legs tied together in an ornamental bunch on his forehead. Throwing down his burden, he gazed stolidly for a few minutes in silent Indian fashion, then cut off eight or ten pounds of venison for us, and begged a ""lill"" (little) of everything he saw or could think of, —flour, bread, sugar, tobacco, whiskey, needles, etc.We gave a fair price for the meat in flour and sugar and added a few needles. A strangely dirty and irregular life these dark-eyed, dark-haired, half-happy savages lead in this clean wilderness, —starvation and abundance, deathlike calm, indolence, and admirable, indefatigable action succeding each other in stormy rhythm like winter and summer. Two things they have that civilized toilers might well envy them, —pure air and pure water. These go far to cover and cure thegrossness of their lives. Their food is mostly good berries, pine nuts, clover, lily bulbs, wild sheep, antelope, deer, grouse, sage hens, and the larv of ants, wasps, bees, and other insects."" ","August 12, 1869",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_8.aspx,[Public Domain],https://commons.wikimedia.org/wiki/File%3ALucy_telles_Paiute_in_Yosemite.jpg,\MyFirstSummerRoute\Lucy_Telles_Paiute_in_Yosemite.jpg
Porcupine creek,,,"August 13, 1869 ""Arrived at the Porcupine camp at noon, and might have returned to the Tuolumne late in the evening, but concluded to stay over night with the Portuguese shepherds at their pressing invitation. They had sad stories to tell of losses from the Yosemite bears, and were so discouraged they seemed on the point of leaving the mountains.""","August 13, 1869",https://www.flickr.com/photos/victorhansonsmith/7186430422,,V.H.S.,\MyFirstSummerRoute\PorcupineCreek_NearOldYosemiteTrailCamp.jpg
The Troubles with Herding,Lat. 37.8541599995896l Long. -119.2279820541504 near Soda Springs along the Mono Trail,,"Muir's trip through Yosemite was not easy, he had trouble herding the sheep. There were group dynamic issues, bear attacks, and a desire to venture off and explore.August 12, 1869:""The shepherd and the Don cannot agree about methods of herding. Billy sets his dog Jack on the sheep far too often, so the Don thinks; and after some dispute today, in which the shepherd loudly claimed the right to dog the sheep as often as he pleased, he started for the plains. Now I suppose the care of the sheep will fall on me, though Mr. Delaney promises to do the herding himself for a while, then return to the lowlands and bring another shepherd, so as to leave me free to rove as I like.""August 13, 1869:""Mr. Delaney arrived with two shepherds, one of them an Indian. On his way up from the plains he left some provisions at the Portuguese camp on Porcupine Creek near our old Yosemite camp, and I set out this morning with one of the pack animals to fetch them. Arrived at the Porcupine camp at noon, and might have returned to the Tuolumne late in the evening, but concluded to stay over night with the Portuguese shepherds at their pressing invitation. They had sad stories to tell of losses from the Yosemite bears, and were so discouraged they seemed on the point of leaving the mountains; for the bears came every night and helped themselves to one or several of the flock in spite of all their efforts to keep them off.""""On my return after sunset to the Portuguese camp I found the shepherds greatly excited over the behavior of the bears that have learned to like mutton. ""They are getting worse and worse,"" they lamented. Not willing to wait decently until after dark for their suppers, they come and kill and eat their fill in broad daylight. The evening before my arrival, when the two shepherds were leisurely driving the flock toward camp half an hour before sunset, a hungry bear came out of the chaparral within a few yards of them and shuffled deliberately toward the flock. ""Portuguese Joe,"" who always carried a gun loaded with buckshot, fired excitedly, threw down his gun, fled to the nearest suitable tree, and climbed to a safe height without waiting to see the effect of his shot. His companion also ran, but said that he saw the bear rise on its hind legs and throw out its arms as if feeling for somebody, and then go into the brush as if wounded.""""At another of their camps in this neighborhood, a bear with two cubs attacked the flock before sunset, just as they were approaching the corral. Joe promptly climbed a tree out of danger, while Antone, rebuking his companion for cowardice in abandoning his charge, said that he was not going to let bears ""eat up his sheeps"" in daylight, and rushed towards the bears, shouting and setting his dog on them. The frightened cubs climbed a tree, but the mother ran to meet the shepherd and seemed anxious to fight. Antone stood astonished for a moment, eyeing the oncoming bear, then turned and fled, closely pursued. Unable to reach a suitable tree for climbing, he ran to the camp and scrambled up to the roof of the little cabin; the bear followed, but did not climb to the roof, —only stood glaring up at him for a few minutes, threatening him and holding him in mortal terror, then went to her cubs, called them down, went to the flock, caught a sheep for supper, and vanished in the brush. As soon as the bear left the cabin the trembling Antone begged Joe to show him a good safe tree, up which he climbed like a sailor climbing a mast, and remained as long as he could hold on, the tree being almost branchless.After these disastrous experiences the two shepherds chopped and gathered large piles of dry wood and made a ring of fire around the corral every night, while one with a gun kept watch from a comfortable stage built on a neighboring pine that commanded a view of the corral. This evening the show made by the circle of fire was very fine, bringing out the surrounding trees in most impressive relief, and making the thousands of sheep eyes glow like a glorious bed of diamonds""August 14, 1869:""—Up to the time I went to bed last night all was quiet, though we expected the shaggy freebooters every minute. They did not come till near midnight, when a pair walked boldly to the corral between two of the great fires, climbed in, killed two sheep and smothered ten, while the frightened watcher in the tree did not fire a single shot, saying that he was afraid he might kill some of thesheep, for the bears got into the corral before he got a good clear view of them. I told the shepherds they should at once move the flock to another camp. ""Oh, no use, no use,"" they lamented; ""where we go, the bears go too. See my poor dead sheeps, —soon all dead. No use try another camp. We go down to the plains."" And as I afterwards learned, they were driven out of the mountains a month before the usual time. Were bears much more numerous and destructive, the sheep would be kept away altogether.""August 21, 1869:""Have just returned from a fine wild excursion across the range to Mono Lake, by way of the Mono or Bloody Cañon Pass. Mr. Delaney has been good to me all summer, lending a helping, sympathizing hand at every opportunity, as if my wild notions and rambles and studies were his own. He is one of those remarkable California men who have been overflowed and denuded and remodeledby the excitements of the gold fields, like the Sierra landscapes by grinding ice, bringing the harder bosses and ridges of character into relief, —a tall, lean, big-boned, big-hearted Irishman, educated for a priest in Maynooth College, —lots of good in him, shining out now and then in this mountain light. Recognizing my love of wild places, he told me one evening that I ought to go through Bloody Cañon, for he was sure I should find it wild enough. He had not been there himself, he said, but had heard many of his mining friends speak of it as the wildest of all the Sierra passes. Of course I was glad to go. It lies just to the east of our camp and swoops down from the summit of the range to the edge of the Mono desert, making a descent of about four thousand feet in a distance of about four miles. It was known and traveled as a pass by wild animals and the Indians long before its discovery by white men in the gold year of 1858, as is shown by old trails which come together at the head of it. The name may have been suggested by the red color of the metamorphic slates in which the cañon abounds, or by the blood stains on the rocks from the unfortunate animals that were compelled to slide and shuffle over the sharp-angled boulders.""","August 12-13-14, 1869: August 21, 1869:",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_8.aspx;  https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_9.aspx,[CC BY-SA 2.0 https://creativecommons.org/licenses/by-sa/2.0/deed.en] ,https://commons.wikimedia.org/wiki/File:Grizzly_Bear_(Ursus_arctos_ssp.).jpg,\MyFirstSummerRoute\512px-GrizzlyBear_UrsusArctos.jpg
Daily Life of Native Americans ,Mr. Delaney's camp near Tuolomned Meadows.,,"Muir stumbles upon a Native American community and describes their daily life. A comparison is made between the Native American life and that of a ""civilized"" man, they highlight the importance society places on a structured communityAugust 21, 1869:""Just then I was startled by a lot of queer, hairy, muffled creatures coming shuffling, shambling, wallowing toward me as if they had no bones in their bodies.Had I discovered them while they were yet a good way off, I should have tried to avoid them. What a picture they made contrasted with the others I had just been admiring. When I came up to them, I found that they were only a band of Indians from Mono on their way to Yosemite for a load of acorns. They were wrapped in blankets made of the skins of sage-rabbits. The dirt on some of the facesseemed almost old enough and thick enough to have a geological significance; some were strangely blurred and divided into sections by seams and wrinkles that looked like cleavage joints, and had a worn abraded look as if they had lain exposed to the weather for ages. I tried to pass them without stopping, but they would n't let me; forming a dismal circle about me, I was closely besieged while they begged whiskey or tobacco, and it was hard to convince them that I had n't any. How glad I was to get away from the gray, grim crowd and see them vanish down the trail! Yet it seems sad to feel such desperate repulsion from one's fellow beings, however degraded. Toprefer the society of squirrels and woodchucks to that of our own species must surely be unnatural.""""The Indians I had met near the head of the cañon had camped at the foot of it the night before they made the ascent, and I found their fire still smoking on the side of a small tributary stream near Moraine Lake; and on the edge of what is called the Mono Desert, four or five miles from the lake, I came to a patch of elymus, or wild rye, growing in magnificent waving clumps six or eight feet high, bearing heads six to eight inches long. The crop was ripe, and Indian women were gathering the grain in baskets by bending down large handfuls, beating out the seed, and fanning it in the wind. The grains are about five eighths of an inch long, dark-colored and sweet. Ifancy the bread made from it must be as good as wheat bread. A fine squirrelish employment this wild grain gathering seems, and the women were evidently enjoying it, laughing and chattering and looking almost natural, though most Indians I have seen are not a whit more natural in their lives than we civilized whites. Perhaps if I knew them better I should like them better. The worst thing about themis their uncleanliness. Nothing truly wild is unclean. Down on the shore of Mono Lake I saw a number of their flimsy huts on the banks of streams that dash swiftly into that dead sea, —mere brush tents where they lie and eat at their ease. Some of the men were feasting on buffalo berries, lying beneath the tall bushes now red with fruit. The berries are rather insipid, but they must needs be wholesome, sincefor days and weeks the Indians, it is said, eat nothing else. In the season they in like manner depend chiefly on the fat larv of a fly that breeds in the salt water of the lake, or on the big fat corrugated caterpillars of a species of silkworm that feeds on the leaves of the yellow pine. Occasionally a grand rabbit-drive is organized and hundreds are slain with clubs on the lake shore, chased and frightened into adense crowd by dogs, boys, girls, men and women, and rings of sage brush fire, when of course they are quickly killed. The skins are made into blankets. In the autumn the more enterprising of the hunters bring in a good many deer, and rarely a wild sheep from the high peaks. Antelopes used to be abundant on the desert at the base of the interior mountain-ranges. Sage hens, grouse, and squirrels help to vary their wild diet of worms; pine nuts also from the small interesting Pinus monophylla, and good bread and good mush are made from acorns and wild rye. Strange to say, they seem to like the lake larv best of all. Long windrows are washed up on the shore, which they gather and dry like grain for winter use. It is said that wars, on account of encroachments on each other's worm-grounds, are of common occurrence among the various tribes and families. Each claims a certain marked portion of the shore. The pine nuts are delicious, —large quantities are gathered every autumn. The tribes of the west flank of the range trade acorns for worms and pine nuts. The squaws carry immense loads on their backs across the rough passes and down the range, making journeys of about forty or fifty miles each way.""","August 21, 1869",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_9.aspx,[Public Domain],https://commons.wikimedia.org/wiki/File:Bierstadt_Albert_Mariposa_Indian_Encampment_Yosemite_Valley_California.jpg,\MyFirstSummerRoute\512px-Bierstadt_Albert_Mariposa_Indian_Encampment_Yosemite_Valley_California.jpg
An Appreciation for Carlos and Mr. Delaney,Multiple,,"Carlo is a St. Bernard dog given to Muir for companionship and assistance herding. During the journey Carlo becomes important to Muir, because he has been helpful herding the sheep. As the trip progresses, Muir's interactions with Mr. Delaney demonstrate that Muir is content with the job he had and is even encouraged to explore when he is not busy taking care of the flock. August 23, 1869:Mr. Delaney has gone to the Smith Ranch, on the Tuolumne below Hetch-HetchyValley, thirty-five or forty miles from here, so I'll be alone for a week or more, —not really alone, for Carlo has come back. He was at a camp a few miles to the northwestward. He looked sheepish and ashamed when I asked him where he had been and why he had gone away without leave. He is now trying to get me to caress him and show signs of forgiveness. A wondrous wise dog. A great load is offmy mind. I could not have left the mountains without him. He seems very glad to get back to me. August 30, 1869:""Mr. Delaney arrived this morning. Felt not a trace of loneliness while he was gone. On the contrary, I never enjoyed grander company. The whole wilderness seems to be alive and familiar, full of humanity. The very stones seem talkative, sympathetic, brotherly. No wonder when we consider that we all have the same Father and Mother.""September 6, 1869:""Mr. Delaney now keeps up a solemn talk about the need of getting away from these high mountains, telling sad stories of flocks that perished in storms that broke suddenly into the midst of fine innocent weather like this we are now enjoying. ""In no case,"" said he, ""will I venture to stay so high and far back in the mountains as we now are later than the middle of this month, no matter how warm and sunnyit may be.""September 9, 1869:""Mr. Delaney has hardly had time to ask me how I enjoyed my trip, though he has facilitated and encouraged my plans all summer, and declares I'll be famous some day, a kind guess that seems strange and incredible to a wandering wilderness-lover with never a thought or dream of fame while humbly trying to trace and learn and enjoy Nature's lessons""","August 23, 1869; August 30, 1869; September 6, 1869; September 9, 1869:",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_10.aspx https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_11.aspx,[Public Domain],https://commons.wikimedia.org/wiki/File%3ASt_Bernhard_dog_(bw).jpg,\MyFirstSummerRoute\St_Bernhard_dog_bw.jpg
A Patch of Land ,Brown's Flat,,"September 18, 1869: ""Made a long descent on the south side of the divide to Brown's Flat, the grand forests now left above us, though the sugar pine still flourishes fairly well, and with the yellow pine, libocedrus, and Douglas spruce, makes forests that would be considered most wonderful in any other part of the world.The Indians here, with great concern, pointed to an old garden patch on the flat and told us to keep away from it. Perhaps some of their tribe are buried here."" ","September 18, 1869:",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_11.aspx,[Public Domain] - New York Public Library,https://picryl.com/media/paiute-chiefs-lodge-57a6e8,\MyFirstSummerRoute\PaiuteChief'sLodge.jpg
The End of Herding ,Smith's Mill - somewhere in the Lowland near La Grange,,"The journey and the herding trip ends, Muir makes his last remarks on the trip and accounts for the sheep.September 19, 1869:""The wine I didn't like, but Mr. Delaney and the Indian driver and the shepherd seemed to think the stuff divine. Compared to sparkling Sierra water fresh from the heavens, it seemed a dull, muddy, stupid drink. But the apples, best of fruits, how delicious they were!—fit for gods or men""September 22, 1869:""The sheep were let out of the corral one by one, this morning, and counted, and strange to say, after all their long, adventurous wanderings in bewildering rocks and brush and streams, scattered by bears, poisoned by azalea, kalmia, alkali, all are accounted for. Of the two thousand and fifty that left the corral in the spring lean and weak, two thousand and twenty-five have returned fat and strong. The losses are: ten killed by bears, one by a rattle-snake, one that had to be killed after it had broken its leg on a boulder slope, and one that ran away in blind terror on being accidentally separated from the flock, —thirteen all told. Of the other twelve doomed never to return, three were sold to ranchmen and nine were made camp mutton.""","September 19, 1869; September 22, 1869:",https://vault.sierraclub.org/john_muir_exhibit/writings/my_first_summer_in_the_sierra/chapter_11.aspx,[Public Domain],https://commons.wikimedia.org/w/index.php?curid=16818,\MyFirstSummerRoute\505px-Flock_of_sheep.jpg
